Fri Jan 09 2026 10:22:25 GMT-0500 (Eastern Standard Time) - Run Time: 2826ms

Cross Tabulation Query Form - Trip - 2022

Row: 2022 TTS zone of destination - tts22_dest
Column: Primary travel mode of trip - mode_prime


Filters:
Regional municipality of household - region_hhld In 1

Trip 2022 
Table: 

,Transit excluding GO rail,Cycle,Auto driver,E-scooter,GO rail only,Joint GO rail and local transit,Motorcycle,Other,Auto passenger,School bus,Taxi passenger,Paid rideshare,Walk
3492,0,0,60,0,0,0,0,0,0,0,0,0,0
3493,0,0,89,0,0,0,0,0,75,0,0,0,0
3494,0,0,38,0,0,0,0,0,38,0,0,0,0
3495,0,0,6,0,0,0,0,0,0,0,0,0,0
3496,0,0,74,0,0,0,0,0,8,0,0,0,0
3497,0,0,27,0,0,0,0,0,9,0,0,0,0
3498,0,0,66,0,0,0,0,0,18,0,0,0,0
3499,0,0,49,0,0,0,0,0,0,0,0,0,0
3500,0,0,20,0,0,0,0,0,0,0,0,0,0
3501,83,0,184,0,0,0,0,0,9,0,0,0,0
3502,0,6,37,0,0,0,0,0,35,0,0,0,0
3503,0,0,27,0,0,0,0,0,27,0,0,0,0
3504,0,0,70,0,0,0,0,0,4,0,0,0,0
3506,0,0,52,0,0,0,0,0,16,0,0,0,0
3508,0,0,74,0,0,0,0,0,0,0,0,0,0
3511,0,0,52,0,0,0,0,0,0,0,0,0,0
3512,0,0,24,0,0,0,0,0,4,0,0,0,0
3514,0,0,64,0,0,0,0,0,0,0,0,0,0
3515,0,0,57,0,0,0,0,0,0,0,0,0,0
3517,0,0,18,0,0,0,0,0,18,0,0,0,0
3527,0,0,36,0,0,0,0,0,0,0,0,0,0
3528,0,0,137,0,0,0,0,0,0,0,0,0,0
3530,0,0,210,0,0,0,0,0,0,0,0,0,0
3531,0,0,20,0,0,0,0,0,0,0,0,0,0
3532,0,0,44,0,0,0,0,0,0,0,0,0,0
3534,0,0,43,0,0,0,0,0,6,0,0,0,0
3535,0,0,5,0,0,0,0,0,0,0,0,0,0
3540,0,0,13,0,0,0,0,0,0,0,0,0,0
3542,0,0,6,0,0,0,0,0,0,0,0,0,0
3545,0,0,72,0,0,0,0,0,0,0,0,0,0
3546,0,0,8,0,0,0,0,0,16,0,0,0,0
3547,0,0,0,0,0,9,0,0,0,0,0,0,0
3548,0,0,7,0,0,0,0,0,0,0,0,0,0
3549,0,0,123,0,0,0,0,0,0,0,0,0,0
3555,0,0,25,0,0,0,0,0,0,0,0,0,0
3556,0,0,41,0,0,0,0,0,53,0,0,0,0
3557,0,0,31,0,0,0,0,0,0,0,0,0,0
3560,0,0,22,0,0,0,0,0,0,0,0,0,0
4002,0,0,43,0,0,0,0,0,15,0,0,0,0
4003,0,0,32,0,0,0,0,0,0,0,0,0,0
4004,0,0,10,0,0,0,0,0,0,0,0,0,0
4005,0,0,6,0,0,0,0,0,0,0,0,0,0
4006,0,0,100,0,0,0,0,0,6,0,0,0,0
4007,0,0,36,0,0,0,0,0,0,0,0,0,0
4009,0,0,54,0,0,0,0,0,13,0,0,0,0
4010,0,0,79,0,0,0,0,0,117,0,0,0,0
4011,0,0,19,0,0,0,0,0,0,0,0,0,0
4014,0,0,0,0,0,7,0,0,0,0,0,0,0
4015,0,0,6,0,0,0,0,0,0,0,0,0,0
4019,0,0,4,0,0,0,0,0,0,0,0,0,0
4021,0,0,25,0,0,0,0,0,0,25,0,0,0
4022,0,0,104,0,0,0,0,0,0,0,0,0,0
4023,0,0,18,0,0,0,0,0,0,0,0,0,0
4025,0,0,12,0,0,0,0,0,0,0,0,0,0
4029,0,0,8,0,0,0,0,0,0,0,0,0,0
4031,0,0,12,0,0,0,0,0,0,0,0,0,0
4032,0,0,4,0,0,0,0,0,15,0,0,0,0
4037,0,0,23,0,0,0,0,0,0,0,0,0,0
4038,0,0,8,0,0,0,0,0,0,0,0,0,0
4039,0,0,8,0,0,0,0,0,0,0,0,0,0
4041,0,14,33,0,0,0,0,0,7,0,0,0,0
4042,0,0,35,0,0,0,0,0,0,0,0,0,0
4047,0,0,21,0,0,0,0,0,21,0,0,0,0
4050,0,0,11,0,0,0,0,0,0,0,0,0,0
4053,0,0,0,0,0,0,0,0,33,0,0,0,0
4054,0,0,20,0,0,0,0,0,0,0,0,0,0
4055,0,0,42,0,0,0,0,0,0,0,0,0,0
4056,0,0,38,0,12,0,0,0,38,0,0,0,0
4057,0,0,76,0,0,0,0,0,0,0,0,0,0
4060,0,0,9,0,0,0,0,0,0,0,0,0,0
4061,0,0,179,0,0,0,0,0,54,0,0,0,0
4062,0,0,514,0,0,0,0,0,120,0,0,0,0
4063,0,0,81,0,0,0,0,0,64,0,0,0,0
4064,0,0,852,0,0,0,0,0,56,0,0,53,0
4070,0,0,114,0,0,0,0,0,0,0,0,0,0
4072,0,0,132,0,0,0,0,0,4,0,0,0,0
4073,0,0,20,0,0,0,0,0,0,0,0,0,0
4079,0,0,65,0,0,0,0,0,26,0,0,0,0
4080,0,0,0,0,0,0,0,0,5,0,0,0,38
4082,27,0,0,0,0,0,0,0,0,0,0,0,0
4085,0,0,59,0,0,0,0,0,0,0,0,0,0
4086,0,0,54,0,0,0,0,0,31,0,0,0,0
4087,0,0,18,0,0,0,0,0,0,0,0,0,0
4089,0,0,4,0,0,0,0,0,0,0,0,0,0
4090,0,0,9,0,0,0,0,0,0,0,0,0,0
4094,0,0,39,0,0,12,0,0,0,0,0,0,38
4096,0,0,6,0,0,0,0,0,0,0,0,0,0
4098,0,0,8,0,0,0,0,0,8,0,0,0,0
4099,28,0,9,0,0,0,0,0,0,0,0,0,0
4101,0,0,15,0,0,0,0,0,29,0,0,0,0
4102,23,0,41,0,0,0,0,0,4,0,0,0,0
4103,0,0,141,0,0,0,35,0,26,0,0,0,0
4104,0,0,20,0,0,0,0,0,4,0,27,0,0
4105,0,0,8,0,0,0,0,0,0,0,0,0,0
4106,0,0,30,0,0,0,0,0,0,0,0,0,0
4107,0,0,8,0,0,0,0,0,0,0,0,0,0
4108,0,0,62,0,0,0,0,0,0,0,0,0,0
4109,0,0,5,0,0,0,0,0,0,0,0,0,0
4111,0,0,40,0,0,0,0,0,40,0,0,0,0
4112,0,0,39,0,0,0,0,0,6,0,0,0,0
4113,0,0,13,0,0,0,0,0,0,0,0,0,0
4114,0,0,115,0,0,0,0,0,0,0,0,0,0
4115,0,0,0,0,0,0,0,0,26,0,0,0,0
4116,0,0,10,0,0,0,0,0,0,0,0,0,0
4117,0,0,4,0,0,0,0,0,0,0,0,0,0
4118,0,0,11,0,0,0,0,0,0,0,0,0,0
4122,0,0,27,0,0,0,0,0,0,0,0,0,0
4124,0,0,77,0,0,0,0,0,0,0,0,0,0
4126,0,0,15,0,0,0,0,0,15,0,0,0,0
4127,0,0,72,0,0,0,0,0,93,0,0,0,0
4128,0,0,22,0,0,0,0,0,0,0,0,0,0
4129,0,0,69,0,0,0,0,0,0,0,0,0,0
4130,0,0,9,0,0,0,0,0,0,0,0,0,0
4131,0,0,49,0,0,0,0,0,25,0,0,0,0
4132,0,0,20,0,0,0,0,0,0,0,0,0,0
4133,0,0,24,0,0,0,0,0,0,0,0,0,0
4135,0,0,72,0,0,0,0,0,0,0,0,0,0
4136,132,0,404,0,0,0,0,0,5,0,0,0,0
4137,0,0,83,0,0,0,0,0,0,0,0,0,0
4138,11,0,111,0,0,0,0,0,0,0,0,0,0
4139,106,0,653,0,0,0,0,0,0,0,0,0,0
4140,0,0,28,0,0,0,0,0,0,0,0,0,0
4143,0,0,14,0,0,0,0,0,0,0,0,0,0
4146,0,0,258,0,0,0,0,0,0,0,0,0,0
4147,0,0,226,0,0,0,0,0,0,0,0,0,0
4148,0,0,49,0,0,0,0,0,0,0,0,0,0
4150,0,0,170,0,0,0,0,0,0,0,0,0,76
4151,0,0,0,0,9,0,0,0,0,0,0,0,0
4154,0,0,360,0,0,0,0,0,0,0,0,0,0
4155,30,0,235,0,0,0,0,0,47,0,0,0,0
4157,0,0,68,0,0,0,0,0,0,0,0,0,0
4158,0,0,39,0,0,0,0,0,0,0,0,0,0
4159,0,0,24,0,0,0,0,0,7,0,0,0,0
4160,0,0,107,0,0,0,0,0,0,0,0,0,0
4162,0,0,41,0,0,0,0,0,0,0,0,0,0
4163,0,0,4,0,0,0,0,0,4,0,0,0,0
4164,0,0,8,0,0,0,0,0,0,0,0,0,0
4165,0,0,185,0,0,0,0,0,29,0,0,0,0
4166,0,0,11,0,0,0,0,0,0,0,0,0,0
4168,0,0,60,0,0,0,0,0,5,0,0,0,0
4169,0,0,5,0,0,0,0,0,5,0,0,0,0
4170,0,0,22,0,0,0,0,0,0,0,0,0,0
4173,0,0,4,0,0,0,0,0,0,0,0,0,0
4174,0,0,5,0,0,0,0,0,28,0,0,0,0
4175,0,0,113,0,0,0,0,0,0,0,0,0,0
4176,0,0,42,0,0,0,0,0,0,0,0,0,0
4178,0,0,39,0,0,0,0,0,0,0,0,0,0
4179,0,0,21,0,0,0,0,0,21,0,0,0,0
4180,0,0,90,0,0,0,0,0,0,0,0,0,0
4181,0,0,0,0,0,11,0,0,0,0,0,0,0
4183,0,0,34,0,0,0,0,0,5,0,0,0,0
4184,0,0,25,0,0,0,0,0,0,0,0,0,0
4185,0,0,19,0,0,0,0,0,0,0,0,0,0
4186,0,0,19,0,0,0,0,0,0,0,0,0,0
4187,0,0,4,0,0,0,0,0,3,0,0,0,0
4188,0,0,36,0,0,0,0,0,19,0,0,0,0
4189,0,0,28,0,0,0,0,0,0,0,0,0,0
4190,0,0,9,0,0,0,0,0,0,0,0,0,0
4192,0,0,31,0,0,0,0,0,27,0,0,0,0
4193,128,0,642,0,0,0,0,0,58,0,27,0,0
4194,0,0,229,0,0,0,0,0,19,29,0,0,0
4195,0,0,122,0,0,0,0,0,98,0,0,0,0
4197,0,0,34,0,0,0,0,0,0,0,0,0,0
4203,0,0,0,0,0,4,0,0,0,0,0,0,0
4204,0,0,24,0,6,0,0,0,0,65,0,0,0
4205,0,0,38,0,0,0,0,0,0,0,0,0,0
4206,0,0,119,0,0,0,0,0,0,0,0,125,0
4207,0,0,0,0,0,0,0,0,53,0,0,0,0
4208,0,0,11,0,0,0,0,0,0,0,0,0,0
4210,0,0,27,0,0,0,0,0,0,0,0,0,0
4211,0,0,0,0,4,0,0,0,0,0,0,0,0
4212,0,0,30,0,0,0,0,0,12,0,0,0,0
4216,0,0,303,0,0,0,0,0,0,0,0,0,0
4218,0,0,17,0,0,0,0,0,0,0,0,0,0
4219,0,0,3,0,0,0,0,0,0,0,0,0,0
4222,0,0,128,0,0,0,0,0,0,0,0,0,0
4223,0,0,22,0,0,0,0,0,0,0,0,0,0
4234,0,0,6,0,0,0,0,0,0,0,0,0,0
4239,0,0,127,0,0,0,0,0,0,0,0,0,0
4242,0,0,4,0,0,0,0,0,0,0,0,0,0
4245,0,0,317,0,0,0,0,0,124,0,0,0,0
4247,0,0,125,0,0,0,0,0,59,0,0,0,0
4248,0,0,19,0,0,6,0,0,0,0,0,0,0
4249,36,0,84,0,0,0,0,0,0,0,0,0,0
4250,65,0,358,0,0,0,0,0,0,0,0,0,0
4251,0,0,166,0,0,0,0,0,0,0,0,0,0
4252,31,0,297,0,0,0,0,0,0,0,0,26,0
4253,0,0,66,0,0,0,0,0,0,0,0,0,0
4255,0,0,55,0,0,0,0,0,0,0,0,0,0
4256,0,0,177,0,0,0,0,0,10,0,0,0,0
4257,0,0,4,0,0,0,0,0,4,0,0,0,0
4258,0,0,5,0,0,0,0,0,0,0,0,0,0
4259,0,0,65,0,0,0,0,0,0,0,0,0,0
4261,23,0,51,0,0,0,0,0,0,0,0,0,0
4262,0,0,15,0,0,0,0,0,0,0,0,0,0
4264,0,0,37,0,0,0,0,0,12,0,70,0,0
4265,0,0,45,0,0,0,0,0,0,0,0,0,0
4266,0,0,22,0,0,0,0,0,0,0,0,0,0
4267,0,0,31,0,0,0,0,0,0,0,0,0,0
4269,0,0,66,0,0,0,0,0,0,0,0,0,0
4270,0,0,160,0,0,0,0,0,0,0,0,0,0
4271,0,0,100,0,0,0,0,0,8,0,0,0,0
4272,0,0,0,0,0,4,0,0,0,0,0,0,0
4273,0,0,18,0,0,0,0,0,8,0,0,0,0
4274,0,0,79,0,0,0,0,0,0,0,0,0,0
4275,0,0,3,0,0,3,0,0,0,0,0,0,0
4276,0,0,126,0,0,76,0,0,81,0,0,0,0
4277,125,0,471,0,0,0,0,0,0,0,0,0,0
4278,58,0,62,0,0,0,0,0,0,0,0,0,0
4279,0,0,668,0,0,0,0,0,4,0,0,0,0
4280,0,0,54,0,0,0,0,0,0,0,0,0,0
4282,0,0,204,0,0,0,0,0,0,0,0,0,0
4283,0,0,50,0,0,0,0,0,5,0,0,0,0
4284,14,0,281,0,0,0,0,0,45,0,0,0,0
4285,154,0,108,0,0,0,0,0,0,0,0,0,0
4288,0,0,10,0,0,0,0,10,0,0,0,0,0
4290,0,0,55,0,0,0,0,0,0,0,0,0,0
4292,149,5,44,0,0,0,0,0,0,0,0,0,0
4293,37,0,610,0,0,18,0,0,16,0,0,5,0
4294,0,0,369,0,0,0,0,0,0,0,0,0,0
4295,0,0,66,0,0,0,0,0,27,0,0,0,0
4296,0,0,454,0,0,15,0,0,0,0,0,0,0
4297,0,49,40,0,0,0,0,0,81,0,0,0,0
4298,0,0,83,0,0,0,0,0,16,0,0,0,0
4299,0,0,338,0,0,0,0,0,0,0,0,0,0
4303,0,0,165,0,0,0,0,0,29,0,0,0,0
4305,0,0,121,0,0,0,0,0,0,0,0,0,0
4306,0,0,5,0,0,0,0,0,0,0,0,0,0
4308,0,0,66,0,0,0,0,0,66,0,0,0,0
4309,0,0,199,0,0,0,0,0,49,0,0,0,0
4310,0,0,90,0,0,0,0,0,0,0,0,64,0
4311,0,0,46,0,0,0,0,0,0,0,0,0,0
4313,0,0,26,0,0,0,0,0,0,0,0,0,0
4314,0,0,202,0,0,0,0,0,80,0,0,5,0
4315,0,0,157,0,0,0,0,0,102,0,0,0,0
4316,0,0,23,0,0,0,0,0,10,0,0,0,0
4317,0,0,115,0,0,0,0,0,0,0,0,0,0
4318,0,0,109,0,0,0,0,0,94,0,0,0,0
4319,0,0,299,0,0,0,0,0,0,0,0,0,0
4320,0,0,24,0,0,0,0,0,0,0,0,0,0
4322,0,0,13,0,0,0,0,0,0,0,0,0,0
4323,0,0,72,0,0,0,0,0,0,0,0,0,0
4324,0,0,150,0,0,0,0,0,84,0,0,0,0
4325,0,0,23,0,0,0,0,0,0,0,0,0,0
4326,0,0,68,0,0,0,0,0,0,0,0,0,0
4327,0,0,41,0,0,0,0,0,0,0,0,0,0
4330,0,0,177,0,0,0,0,0,37,0,0,0,0
4331,0,0,25,0,0,0,0,0,9,0,0,0,0
4333,0,0,48,0,0,0,0,0,26,0,0,0,0
4344,0,0,30,0,0,0,0,0,0,0,0,0,0
4345,0,0,107,0,0,0,0,0,0,0,0,0,0
4349,0,0,14,0,0,0,0,0,0,0,0,0,0
4351,14,0,953,0,0,0,0,0,591,0,0,0,0
4354,0,4,58,0,0,0,0,0,0,0,0,0,0
4355,0,0,165,0,0,0,0,0,0,0,0,0,0
4356,0,0,307,0,0,7,0,0,0,28,0,0,0
4357,159,5,874,0,0,0,0,0,20,0,0,10,0
4358,0,0,415,0,0,0,0,0,27,0,0,0,5
4359,0,0,59,0,0,0,0,0,0,0,0,0,0
4360,0,50,2025,0,0,0,0,0,706,0,0,0,122
4361,0,0,22,0,0,0,0,0,0,0,0,0,0
4362,31,24,457,0,0,0,0,0,0,0,0,0,0
4364,0,7,123,0,0,0,0,0,8,0,0,0,0
4365,76,0,421,0,3,0,0,0,164,0,0,0,0
4366,0,0,63,0,0,0,0,0,23,0,0,0,0
4367,46,0,194,0,0,0,0,0,0,0,0,0,0
4368,26,0,321,0,0,0,0,0,50,0,0,0,0
4369,0,0,59,0,0,0,0,0,8,0,0,0,0
4370,0,0,59,0,0,0,0,0,60,0,0,0,0
4371,0,0,127,0,0,0,0,0,44,0,0,0,0
4372,0,15,309,0,0,0,0,0,11,0,0,13,0
4373,0,57,56,0,0,0,0,0,0,0,0,0,4
4374,0,0,47,0,0,0,0,0,19,0,0,0,0
4375,15,0,726,0,0,0,0,0,117,0,0,0,0
4376,0,0,50,0,3,5,0,0,0,0,0,0,0
4377,0,0,20,0,0,0,0,0,30,0,0,0,0
4378,0,0,151,0,0,0,0,0,27,0,0,0,0
4379,0,0,121,0,0,0,0,0,0,0,0,0,0
4380,0,16,0,0,0,0,0,0,0,0,0,0,0
4381,0,0,87,0,41,0,0,0,84,206,0,0,0
4382,0,0,397,0,0,0,0,0,41,0,0,0,0
4384,0,0,34,0,0,14,0,0,0,0,0,0,0
4385,0,0,147,0,0,0,0,0,0,0,0,0,0
4386,0,0,80,0,0,0,0,0,0,0,0,13,0
4387,0,0,157,0,0,0,0,0,0,0,0,0,0
4388,0,0,141,0,0,0,0,0,0,0,0,0,0
4389,0,0,42,0,0,0,0,0,0,0,0,0,0
4390,0,0,104,0,0,0,0,0,0,0,0,0,0
4391,0,0,20,0,0,0,0,0,0,0,0,0,0
4392,0,0,254,0,0,0,0,0,0,0,0,0,0
4393,0,63,77,0,0,0,0,0,0,0,0,0,0
4394,0,0,0,0,22,0,0,0,0,0,0,0,0
4395,0,0,26,0,0,0,0,0,26,0,0,0,0
4396,43,0,606,0,0,10,0,0,0,0,0,0,0
4398,0,0,12,0,0,0,0,0,0,0,0,0,0
4399,0,0,104,0,0,0,0,0,0,0,0,0,0
4400,0,0,15,0,0,0,0,0,0,0,0,0,0
4401,0,4,118,0,0,0,0,0,10,0,0,0,0
4402,0,0,58,0,0,0,0,0,0,0,0,0,0
4404,0,0,7,0,0,0,0,0,0,0,0,0,0
4405,0,0,56,0,0,0,0,0,0,0,0,0,0
4406,0,0,58,0,0,0,0,0,28,0,0,0,0
4408,55,0,573,0,0,5,0,0,7,0,0,0,0
4410,0,0,103,0,0,5,0,0,0,0,0,0,0
4412,0,0,27,0,0,0,0,0,0,0,0,0,0
4415,0,0,23,0,0,0,0,0,0,0,0,0,0
4416,0,0,165,0,0,0,0,0,31,0,0,0,0
4417,0,0,53,0,5,0,0,0,0,0,0,0,0
4419,0,0,30,0,0,0,0,0,0,0,0,0,0
4420,0,0,116,0,0,0,0,0,0,0,0,0,0
4421,0,0,63,0,0,0,0,0,6,0,0,0,0
4422,0,0,45,0,0,0,0,0,89,0,0,0,0
4424,0,0,16,0,0,0,0,0,0,0,0,0,0
4425,0,0,20,0,0,0,0,0,0,0,0,0,0
4426,0,0,5,0,0,0,0,0,0,0,0,0,0
4427,9,0,0,0,0,0,0,0,0,0,0,0,0
4429,0,0,75,0,0,0,0,0,22,0,0,0,0
4430,0,0,112,0,0,0,0,0,43,0,0,0,0
4431,0,0,8,0,0,0,0,0,0,0,0,0,0
4432,11,0,9,0,0,0,0,0,0,0,0,0,275
4433,0,0,242,0,0,0,0,0,21,0,0,0,0
4435,0,0,227,0,0,0,0,0,0,0,0,0,0
4436,54,20,315,0,0,0,0,0,12,0,0,0,0
4437,0,0,560,0,0,0,3,0,125,0,0,0,0
4438,71,0,682,0,0,0,0,0,0,0,0,0,0
4439,0,0,146,0,0,0,0,0,18,0,0,0,0
4440,4,0,181,0,0,0,0,0,27,0,0,0,0
4441,0,0,11,0,0,0,0,0,0,0,0,0,0
4442,0,0,175,0,0,0,0,0,78,0,0,0,0
4443,0,0,179,76,0,3,0,0,23,0,0,0,13
4444,0,0,149,0,0,0,0,0,18,0,0,0,0
4445,176,15,273,0,0,0,0,0,0,0,0,0,45
4446,89,0,666,0,0,0,0,0,34,0,0,0,0
4447,96,0,285,0,0,0,0,0,21,0,0,0,0
4448,0,0,123,0,0,0,0,0,43,0,0,0,0
4449,59,0,1021,0,0,0,0,0,472,80,73,0,0
4450,0,0,53,0,0,0,0,0,0,0,0,0,0
4451,12,0,87,0,0,0,0,0,0,0,0,0,0
4452,0,0,111,0,0,0,0,0,17,0,0,0,0
4453,53,0,65,0,0,0,0,0,43,0,0,0,0
4454,0,0,36,0,0,0,0,0,36,0,0,0,0
4456,361,0,1751,0,0,0,0,0,217,0,0,34,8
4457,4,0,163,0,0,0,0,0,0,0,0,0,0
4458,60,0,335,0,0,0,0,0,42,0,0,0,0
4459,0,0,55,0,7,0,0,0,0,0,0,0,0
4460,0,0,23,0,0,0,0,0,0,0,0,0,0
4461,0,0,53,0,0,0,0,0,0,0,0,0,0
4462,0,0,72,0,0,0,0,0,18,0,0,0,0
4463,0,0,69,0,0,0,0,0,18,0,0,0,0
4464,133,0,198,0,0,0,0,0,0,0,0,0,0
4465,0,0,145,0,0,0,0,0,0,0,0,0,8
4466,0,0,35,0,0,0,0,0,0,0,0,0,0
4467,0,0,240,0,0,0,0,0,5,0,0,163,0
4468,0,0,176,0,0,0,0,0,0,0,0,0,0
4469,0,0,66,0,0,0,0,0,0,0,0,0,0
4470,0,0,40,0,0,0,0,0,11,0,0,0,0
4471,0,0,118,0,0,0,0,0,0,0,0,0,0
4472,0,0,50,0,0,0,0,0,0,0,0,0,0
4477,0,0,9,0,0,0,0,0,0,0,0,0,0
4478,0,0,72,0,0,0,0,0,0,0,0,0,0
4479,0,0,80,0,0,0,0,0,43,0,0,0,0
4481,0,0,155,0,0,0,0,0,0,0,0,0,0
4483,0,0,11,0,0,0,0,0,0,0,0,0,0
4484,0,0,10,0,0,0,0,0,0,0,0,0,0
4485,0,0,131,0,0,0,0,0,22,0,0,0,0
4487,0,0,56,0,0,0,0,0,8,0,0,0,8
4488,59,0,131,0,0,7,0,0,69,0,0,0,0
4489,15,0,0,0,0,0,0,0,0,0,0,0,0
4490,27,0,273,0,0,0,0,0,340,0,0,0,0
4491,0,0,190,0,0,0,0,0,0,0,0,0,0
4492,65,0,74,0,0,0,0,0,7,0,0,4,0
4495,16,0,179,0,0,0,0,0,28,0,0,0,0
4496,0,0,656,0,0,0,0,0,146,0,0,0,0
4498,0,0,185,0,0,0,12,0,0,0,0,6,0
4499,133,0,222,0,0,0,0,0,0,0,0,0,0
4500,88,0,457,0,0,0,0,0,110,0,0,0,0
4501,61,46,998,0,0,0,0,0,311,0,0,24,0
4502,0,0,4,0,0,0,0,0,0,0,0,0,0
4503,41,26,747,0,0,0,0,0,39,0,0,0,0
4504,9,0,292,0,0,0,0,0,54,0,0,0,0
4505,52,0,297,0,0,15,0,0,0,0,0,0,0
4506,182,72,1705,0,0,0,0,0,255,0,0,0,0
4507,183,4,932,0,0,0,0,0,22,0,0,0,0
4508,10,0,310,0,0,0,0,0,5,0,0,0,0
4509,0,0,86,0,0,0,0,0,0,0,0,0,0
4510,40,0,85,0,0,0,0,0,22,0,0,0,0
4511,952,0,5394,0,210,328,12,277,1120,0,419,555,0
4512,46,0,284,0,0,0,0,0,31,0,0,0,0
4513,0,0,530,0,0,0,0,0,16,0,0,0,0
4514,0,0,6,0,0,0,0,0,0,0,0,0,0
4515,61,0,998,0,0,153,0,0,56,0,0,0,0
4516,0,0,47,0,0,0,0,0,0,0,0,0,0
4517,0,0,782,0,0,0,0,0,290,0,0,41,0
4518,0,0,28,0,0,0,0,0,0,0,0,0,0
4519,0,0,164,0,0,0,0,0,25,0,0,0,0
4520,17,0,161,0,0,0,0,0,0,0,0,15,0
4521,0,0,360,0,0,0,0,0,24,0,0,0,0
4522,0,0,689,0,0,0,0,0,205,0,0,0,0
4523,0,0,5,0,0,0,0,0,5,0,0,0,0
4524,17,0,249,0,0,0,0,0,4,0,0,0,150
4525,0,0,149,0,0,0,0,0,4,0,0,0,4
4526,18,0,270,0,0,0,0,0,0,0,0,0,0
4527,17,0,8,0,0,0,0,0,0,0,0,0,0
4528,130,0,647,0,0,0,0,0,29,0,0,0,0
4529,0,0,36,0,0,0,0,0,0,0,0,0,0
4530,21,0,847,0,0,0,0,0,0,0,0,4,0
4531,0,0,67,0,0,0,0,0,7,0,0,0,0
4532,93,0,76,0,0,0,0,0,0,0,0,0,0
4533,384,6,948,0,0,0,0,0,0,0,0,0,0
4534,542,0,3040,0,115,285,0,38,909,0,81,217,0
4535,148,0,810,0,0,0,0,0,47,0,0,0,0
4536,0,0,294,0,0,52,0,0,25,0,0,0,0
4537,197,0,532,0,0,0,0,0,52,0,5,0,0
4538,0,0,899,0,0,27,0,0,41,0,0,0,0
4539,41,0,644,0,0,4,0,0,62,0,0,0,0
4540,0,0,573,0,0,0,0,0,0,0,0,0,0
4541,0,0,12,0,0,0,0,0,0,0,0,0,0
4542,16,0,811,0,0,0,0,0,50,0,0,0,33
4543,0,0,6,0,0,0,0,0,121,0,0,0,0
4544,207,0,326,0,0,0,0,0,0,0,0,0,0
4545,0,0,30,0,0,0,0,0,0,0,0,0,0
4546,0,0,236,0,0,0,0,0,165,0,0,0,0
4547,0,0,48,0,0,0,0,0,0,0,0,0,0
4548,0,0,77,0,0,0,0,0,0,0,0,0,0
4549,0,0,311,0,0,0,0,0,0,0,0,0,0
4550,5,0,1157,0,0,0,0,0,300,0,0,0,0
4551,0,0,757,0,0,0,0,0,163,0,0,0,0
4552,0,0,133,0,0,0,0,0,0,0,0,0,0
4553,0,0,90,0,0,0,0,0,0,0,0,0,0
4554,176,0,76,0,0,0,0,0,0,0,0,40,0
4555,0,0,0,0,0,0,0,0,18,0,0,0,0
4556,0,0,43,0,0,0,0,0,0,0,0,0,0
4557,0,0,157,0,0,0,0,0,18,0,0,0,0
4558,105,0,475,39,0,0,0,0,15,0,0,0,0
4559,9,0,221,0,0,0,0,0,0,0,0,0,0
4560,0,0,357,0,0,0,0,0,79,0,0,14,0
4561,0,0,36,0,0,0,0,0,12,0,0,0,0
4562,0,0,40,0,0,0,0,0,0,0,0,0,0
4563,0,0,66,0,0,0,0,0,0,0,0,0,0
4564,11,0,196,0,0,0,0,0,0,0,0,0,0
4566,0,0,6,0,0,0,0,0,0,0,0,0,0
4567,0,0,132,0,0,0,0,0,36,0,0,0,0
4569,0,0,113,0,0,0,0,0,0,0,0,0,0
4570,0,0,26,0,0,0,0,0,0,0,0,0,0
4571,0,0,150,0,0,0,0,0,0,0,0,0,0
4572,0,0,18,0,0,0,0,0,18,0,0,0,0
4573,52,0,88,0,0,0,0,0,52,0,0,0,0
4574,0,0,44,0,0,0,0,0,0,0,0,0,0
4575,0,0,5,0,0,0,0,0,0,0,0,0,0
4576,96,0,425,0,0,0,0,0,62,0,0,4,0
4577,0,0,838,0,0,0,18,0,112,0,0,0,0
4578,0,0,112,0,0,0,0,0,0,0,0,0,0
4579,150,0,496,0,0,0,0,0,0,0,0,26,0
4580,0,0,174,0,0,0,0,0,0,0,0,0,0
4581,0,0,114,0,0,0,0,0,0,0,0,0,0
4582,0,0,76,0,0,0,0,0,10,0,0,0,0
4583,0,0,428,0,0,7,0,0,98,0,0,0,24
4584,0,0,39,0,0,0,0,0,14,0,0,0,0
4585,0,0,50,0,0,0,0,0,0,0,0,0,0
4586,23,0,175,0,0,0,0,0,6,0,0,0,0
4587,0,0,49,0,0,0,0,0,0,0,0,0,0
4588,0,0,288,0,0,0,0,0,58,0,0,0,0
4589,0,0,17,0,0,0,0,0,0,0,0,0,0
4590,0,0,0,0,0,11,0,0,0,0,0,0,0
4591,0,0,240,0,0,0,0,0,0,0,0,0,0
4592,44,0,196,0,0,0,0,0,48,0,0,0,0
4593,115,0,26,0,0,0,0,0,10,0,0,0,0
4594,5,0,261,0,0,0,0,0,35,0,0,0,0
4595,0,0,105,0,0,0,0,0,0,0,0,0,0
4596,0,0,54,0,0,0,0,0,24,0,0,0,0
4597,0,0,68,0,0,0,0,0,0,0,0,0,0
4598,0,0,15,0,0,0,0,0,0,0,0,0,0
4599,0,0,108,0,0,0,0,0,7,0,0,0,0
4601,0,0,23,0,0,0,0,0,0,0,0,0,0
